timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
19,NORMAL,110.167470774166,21.49,0,0,0,0,0,0,0,0,0,0,88.6774707741665,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,88.6774707741665,1,MAIN_CONCLUSION_ELIGIBLE,110.167470774166,21.49,88.6774707741665,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,103.684,0,6.48347077416645
20,NORMAL,109.854633421327,21.49,0,0,0,0,0,0,0,0,0,0,88.3646334213275,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,88.3646334213275,1,MAIN_CONCLUSION_ELIGIBLE,109.854633421327,21.49,88.3646334213275,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,101.332,0,8.52263342132742
21,NORMAL,120.438633421327,21.49,0,0,0,0,0,0,0,0,0,0,98.9486334213274,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,98.9486334213274,1,MAIN_CONCLUSION_ELIGIBLE,120.438633421327,21.49,98.9486334213274,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,111.916,0,8.52263342132742
22,NORMAL,135.451470774166,21.49,0,0,0,0,0,0,0,0,0,0,113.961470774166,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,113.961470774166,1,MAIN_CONCLUSION_ELIGIBLE,135.451470774166,21.49,113.961470774166,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,128.968,0,6.48347077416645
23,NORMAL,149.660359508325,21.49,0,0,0,0,0,0,0,0,0,0,128.170359508325,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,128.170359508325,1,MAIN_CONCLUSION_ELIGIBLE,149.660359508325,21.49,128.170359508325,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,143.668,1.1701317497587,4.82222775856656
24,NORMAL,176.716251931771,21.13,0,0,0,0,0,0,0,0,0,0,155.586251931771,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,155.586251931771,1,MAIN_CONCLUSION_ELIGIBLE,176.716251931771,21.13,155.586251931771,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,161.2492,15.4670519317706,0
25,NORMAL,211.253226442193,21.13,0,0,0,0,0,0,0,0,0,0,190.123226442193,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,190.123226442193,1,MAIN_CONCLUSION_ELIGIBLE,211.253226442193,21.13,190.123226442193,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,175.7728,35.4804264421927,0
26,NORMAL,234.917611746144,21.13,0,0,0,0,0,0,0,0,0,0,213.787611746144,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,213.787611746144,1,MAIN_CONCLUSION_ELIGIBLE,234.917611746144,21.13,213.787611746144,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,182.476,52.4416117461439,0
27,NORMAL,235.344559933185,21.13,0,0,0,0,0,0,0,0,0,0,214.214559933185,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,214.214559933185,1,MAIN_CONCLUSION_ELIGIBLE,235.344559933185,21.13,214.214559933185,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,176.89,58.4545599331846,0
28,NORMAL,209.956409748643,21.13,0,0,0,0,0,0,0,0,0,0,188.826409748643,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,188.826409748643,1,MAIN_CONCLUSION_ELIGIBLE,209.956409748643,21.13,188.826409748643,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,148.96,60.996409748643,0
29,NORMAL,173.53876448071,21.13,0,0,0,0,0,0,0,0,0,0,152.40876448071,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,152.40876448071,1,MAIN_CONCLUSION_ELIGIBLE,173.53876448071,21.13,152.40876448071,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,124.852,48.6867644807095,0
30,NORMAL,149.387038948077,21.13,0,0,0,0,0,0,0,0,0,0,128.257038948077,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,128.257038948077,1,MAIN_CONCLUSION_ELIGIBLE,149.387038948077,21.13,128.257038948077,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,103.684,45.703038948077,0
31,NORMAL,119.828151936921,21.13,0,0,0,0,0,0,0,0,0,0,98.6981519369206,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,98.6981519369206,1,MAIN_CONCLUSION_ELIGIBLE,119.828151936921,21.13,98.6981519369206,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,90.748,29.0801519369206,0
32,NORMAL,103.495924044676,21.13,0,0,0,0,0,0,0,0,0,0,82.3659240446763,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,82.3659240446763,1,MAIN_CONCLUSION_ELIGIBLE,103.495924044676,21.13,82.3659240446763,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,86.044,17.4519240446763,0
33,NORMAL,99.4747257814166,21.13,0,0,0,0,0,0,0,0,0,0,78.3447257814166,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,78.3447257814166,1,MAIN_CONCLUSION_ELIGIBLE,99.4747257814166,21.13,78.3447257814166,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,94.276,5.19872578141655,0
34,NORMAL,111.328,21.13,0,0,0,0,0,0,0,0,0,0,90.198,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,90.198,1,MAIN_CONCLUSION_ELIGIBLE,111.328,21.13,90.198,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,111.328,0,0
35,NORMAL,129.11085859082,21.49,0,0,0,0,0,0,0,0,0,0,107.62085859082,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,107.62085859082,1,MAIN_CONCLUSION_ELIGIBLE,129.11085859082,21.49,107.62085859082,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,128.968,0,0.142858590820011
36,NORMAL,139.385415331254,21.49,0,0,0,0,0,0,0,0,0,0,117.895415331254,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,117.895415331254,1,MAIN_CONCLUSION_ELIGIBLE,139.385415331254,21.49,117.895415331254,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,136.024,0,3.36141533125378
37,NORMAL,139.082227758567,21.49,0,0,0,0,0,0,0,0,0,0,117.592227758567,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,117.592227758567,1,MAIN_CONCLUSION_ELIGIBLE,139.082227758567,21.49,117.592227758567,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,134.26,0,4.82222775856656
38,NORMAL,137.803470774166,21.49,0,0,0,0,0,0,0,0,0,0,116.313470774166,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,116.313470774166,1,MAIN_CONCLUSION_ELIGIBLE,137.803470774166,21.49,116.313470774166,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,131.32,0,6.48347077416645
39,NORMAL,123.966633421327,21.49,0,0,0,0,0,0,0,0,0,0,102.476633421327,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,102.476633421327,1,MAIN_CONCLUSION_ELIGIBLE,123.966633421327,21.49,102.476633421327,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,115.444,0,8.52263342132742
40,NORMAL,100.171470774166,21.49,0,0,0,0,0,0,0,0,0,0,78.6814707741664,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,78.6814707741664,1,MAIN_CONCLUSION_ELIGIBLE,100.171470774166,21.49,78.6814707741664,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,93.688,0,6.48347077416645
41,NORMAL,79.9974153312537,21.49,0,0,0,0,0,0,0,0,0,0,58.5074153312538,0,5400,429.8,-4970.2,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,58.5074153312538,1,MAIN_CONCLUSION_ELIGIBLE,79.9974153312537,21.49,58.5074153312538,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,76.636,0,3.36141533125378
42,NORMAL,70.756,21.13,0,0,0,0,0,0,0,0,0,0,49.626,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,49.626,1,MAIN_CONCLUSION_ELIGIBLE,70.756,21.13,49.626,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,70.756,0,0
43,NORMAL,81.34,21.13,0,0,0,0,0,0,0,0,0,0,60.21,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,60.21,1,MAIN_CONCLUSION_ELIGIBLE,81.34,21.13,60.21,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,81.34,0,0
44,NORMAL,111.328,21.13,0,0,0,0,0,0,0,0,0,0,90.198,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,90.198,1,MAIN_CONCLUSION_ELIGIBLE,111.328,21.13,90.198,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,111.328,0,0
45,NORMAL,186.9448,21.13,0,0,0,0,0,0,0,0,0,0,165.8148,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,165.8148,1,MAIN_CONCLUSION_ELIGIBLE,186.9448,21.13,165.8148,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,186.9448,0,0
46,NORMAL,364.5796,21.13,0,0,0,0,0,0,0,0,0,0,343.4496,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,343.4496,1,MAIN_CONCLUSION_ELIGIBLE,364.5796,21.13,343.4496,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,364.5796,0,0
47,NORMAL,576.31054904882,21.13,0,0,0,0,0,0,0,0,0,0,555.18054904882,0,5400,422.6,-4977.4,1,1,PASS_STRICT,1,0,baseline_H_asset_only,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,555.18054904882,1,MAIN_CONCLUSION_ELIGIBLE,576.31054904882,21.13,555.18054904882,0,0,0.89375,0,2.50323317160507e-13,0,0,0,0,0,0,576.142,0.168549048820404,0
0,NORMAL,327.969049616543,118.162067099407,0,0,30.3562776257223,0,0,0,0,0,0,28.4100252847013,209.806982517137,0,147450.126423507,2363.24134198813,-170371.305081518,1,1,PASS_STRICT,1,0,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,209.806982517137,1,MAIN_CONCLUSION_ELIGIBLE,327.969049616543,118.162067099407,209.806982517137,66.3157894736842,0,0.89375,0,0,0,0,30.3562776257223,0,0,0,314.3056,13.0214041862257,0.642045430317657
1,NORMAL,314.917570879358,50.3312811358108,0,0,28.8412811358108,0,0,0,0,0,0,26.9921174100288,264.586289743547,0,140360.587050144,1006.62562271622,-139353.961427428,1,1,PASS_STRICT,1,0,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,264.586289743547,1,MAIN_CONCLUSION_ELIGIBLE,314.917570879358,50.3312811358108,264.586289743547,0,0,0.89375,0,0,0,0,28.8412811358108,0,0,0,286.3756,27.2092983259927,1.33267255336529
2,NORMAL,291.840438733695,52.238280234559,0,0,30.748280234559,0,0,0,0,0,0,28.7768026959885,239.602158499136,0,149284.013479943,1044.76560469118,-148239.247875251,1,1,PASS_STRICT,1,0,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,239.602158499136,1,MAIN_CONCLUSION_ELIGIBLE,291.840438733695,52.238280234559,239.602158499136,0,0,0.89375,0,0,0,0,30.748280234559,0,0,0,249.508,40.1699680641617,2.16247066953362
3,NORMAL,232.456082987042,51.7055965100584,0,0,30.2155965100584,0,0,0,0,0,0,28.2782274467867,180.750486476984,0,146791.137233934,1034.11193020117,-145757.025303732,1,1,PASS_STRICT,1,0,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,180.750486476984,1,MAIN_CONCLUSION_ELIGIBLE,232.456082987042,51.7055965100584,180.750486476984,0,0,0.89375,0,0,0,0,30.2155965100584,0,0,0,176.89,52.2046676557883,3.36141533125378
4,NORMAL,189.034659350842,51.2216347333831,0,0,29.731634733383,0,0,0,0,0,0,27.8252517116369,137.813024617459,0,144526.258558185,1024.43269466766,-143501.825863517,1,1,PASS_STRICT,1,0,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,137.813024617459,1,MAIN_CONCLUSION_ELIGIBLE,189.034659350842,51.2216347333831,137.813024617459,0,0,0.89375,0,0,0,0,29.731634733383,0,0,0,123.088,61.1244315922755,4.82222775856656
5,NORMAL,158.383746939714,52.0516697944741,0,0,30.5616697944741,0,0,0,0,0,0,28.6020192320982,106.33207714524,0,148410.096160491,1041.03339588948,-147369.062764602,1,1,PASS_STRICT,1,0,baseline_C_asset_only,0,0,1,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,NaN,NaN,NaN,NaN,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,106.33207714524,1,MAIN_CONCLUSION_ELIGIBLE,158.383746939714,52.0516697944741,106.33207714524,0,0,0.89375,0,0,0,0,30.5616697944741,0,0,0,94.864,57.0362761655473,6.48347077416645
